Id,SalePrice
-1,128515.19329533276
-1,239603.36559768455
-1,195417.45956426588
-1,212749.02090794063
-1,232624.04591756844
-1,313162.21620580635
-1,186838.9861493335
-1,112893.5992080383
-1,98445.18925056599
-1,137204.05579285018
-1,322338.7009629526
-1,247501.76086117717
-1,296166.5179098529
-1,215770.38151968128
-1,172842.53073953956
-1,47008.629866140225
-1,304850.03381799493
-1,236341.33587535855
-1,135112.6405542687
-1,82922.83606144338
-1,191216.82245120438
-1,89432.38080422243
-1,145368.4512665469
-1,111414.72415110258
-1,294152.93210366514
-1,273449.8924396995
-1,170632.23783175208
-1,59059.444392906094
-1,169075.1827968984
-1,250630.18056212063
-1,171909.88121804362
-1,230468.8500162176
-1,61135.76536643486
-1,182254.8844999721
-1,147274.6260557011
-1,143651.88429486073
-1,148679.4329613876
-1,6387936.3643073095
-1,140444.15131900623
-1,226476.89705578587
-1,138405.35736652403
-1,175974.00720392502
-1,136452.34377410216
-1,138687.3534986182
-1,118027.84015966322
-1,209081.13937846568
-1,108564.48741419945
-1,144798.18406405183
-1,135981.31967120865
-1,169683.4131629481
-1,279934.46562908316
-1,116522.9858382075
-1,152134.63771983597
-1,6318311.835936081
-1,71366.94064065906
-1,128026.99774372406
-1,-35069.645593487745
-1,236061.31542579495
-1,49037.677904999
-1,71168.47148466286
-1,102109.73805253462
-1,138013.84217754545
-1,167820.86009973806
-1,71102.78677840302
-1,6316783.039313261
-1,6164046.7889532205
-1,120033.96294402989
-1,6361900.911554936
-1,19827.049859540683
-1,134921.70296764007
-1,33324.37400016544
-1,103145.25718281345
-1,94456.55381597122
-1,128763.41021312555
-1,170575.11980650396
-1,194410.4074940094
-1,198113.0375750414
-1,145227.03763901882
-1,134988.76760619206
-1,61948.71076784418
-1,180406.48873079327
-1,8471.579831449082
-1,120184.17667424842
-1,241821.37742462163
-1,228766.9741960611
-1,11102.419994279073
-1,269137.3300062986
-1,6351147.5689218305
-1,155311.24843893741
-1,43034.88207280284
-1,122903.15671869286
-1,-250.33796962333145
-1,6371013.755912264
-1,6354120.723070244
-1,228264.49023824654
-1,218608.9899965392
-1,169067.2648209698
-1,136973.63408958164
-1,300366.98338960117
-1,34972.66185654141
-1,-78104.05981561664
-1,129028.73414057093
-1,6285738.719589328
-1,6274055.633306155
-1,59223.33484978053
-1,8631.578888878488
-1,166394.62106966216
-1,124722.23056553512
-1,201464.26149668905
-1,200922.94144223144
-1,322843.4893493214
-1,221845.11150367436
-1,49382.19132007437
-1,45454.77624489236
-1,168748.01521663662
-1,300015.8953914356
-1,239335.53747399373
-1,208079.64845004084
-1,136837.82038969634
-1,64053.328476359835
-1,94013.02041514948
-1,100592.12370752542
-1,176039.72972502926
-1,174382.84316981782
-1,173058.7656600559
-1,-3771.65865115184
-1,119884.16902163287
-1,111692.49692858702
-1,125837.9946078903
-1,116199.27661547517
-1,-7952.643191432871
-1,147404.06439753305
-1,138122.71585947496
-1,376689.963597485
-1,291903.69041003473
-1,348157.1668523491
-1,419112.08117009175
-1,315175.2013387492
-1,270220.5349144016
-1,313457.0539697967
-1,224314.80670482654
-1,297199.08925882756
-1,259112.51963901304
-1,190699.89758140832
-1,197590.99560552204
-1,172714.9587979989
-1,173973.63334586937
-1,175462.8563457395
-1,209943.3944521357
-1,70909.62307352282
-1,219740.17022600755
-1,193945.0943238016
-1,53811.50306321251
-1,185518.69913293544
-1,330804.14919254277
-1,285804.70349640824
-1,180744.4196690679
-1,261365.31335385266
-1,93121.09600472137
-1,263939.0976877427
-1,281412.9128031814
-1,239685.50366315144
-1,240311.9457747029
-1,275953.2591896791
-1,231144.24332346316
-1,231887.99602208816
-1,189911.1461020991
-1,189181.61570390497
-1,6355607.010318896
-1,26224.207838033966
-1,184771.31104466022
-1,94438.0500597149
-1,122325.52389323025
-1,138383.54508255268
-1,-8026.148142508959
-1,106180.47016214477
-1,270563.5576002849
-1,143810.6341615502
-1,61401.041963963435
-1,52533.26905557152
-1,232202.7244470827
-1,171039.91312595695
-1,207984.33360740737
-1,217653.05266894784
-1,241700.04726916336
-1,116629.41856578579
-1,96986.7838511942
-1,28706.085940278834
-1,59131.64832895565
-1,227295.80159039126
-1,235671.14280494832
-1,33893.53292132594
-1,45545.932306154195
-1,126146.1321110051
-1,162726.92186410178
-1,178705.62628557454
-1,162290.5542776724
-1,29965.201872327627
-1,-20499.831261172018
-1,61881.879792773936
-1,181056.33353697415
-1,-26238.96208166823
-1,143819.63096304325
0,189680.0101167996
0,157905.3028177785
0,142290.41740889687
0,103064.82306189252
0,200867.58258301864
0,53756.717976652784
0,107894.2071824176
0,6249994.100607219
0,96813.69707020103
0,206913.493715265
0,158928.6869454974
0,116448.43439508099
0,147441.1428825107
0,125816.95519193959
0,159691.65486008918
0,170489.53300910676
0,-12476.82737398884
0,110238.55021256485
0,162413.47705683912
0,120028.53474459294
0,155633.30050733345
0,150392.80007835678
0,161451.293988551
0,6335104.383696468
0,90821.9476650642
0,6297313.053723679
0,239325.97432442344
0,186903.95548800137
0,6140948.799078314
0,153910.19286295003
0,-31704.169066679577
0,133238.28436017648
0,103683.3769850587
0,125570.5702205063
0,6257102.419027557
0,98619.57162867997
0,151361.26751100508
0,84026.80680748569
0,-9460.909702527744
0,6365277.077060028
0,6322804.439364876
0,-5456.253269766166
0,-14778.025328637072
0,122465.41918836454
0,39076.78623086741
0,218903.80190110896
0,117632.32577433098
0,-68153.42762913834
0,125679.75610874381
0,158946.88589054707
0,121212.11195059615
0,230396.3841361173
0,239565.75099144285
0,241028.24430803733
0,133896.79273411914
0,159099.22739060665
0,139912.439224611
0,278600.10319792724
0,316294.86488754605
0,297205.20665012515
0,248092.9405159891
0,217006.6979582611
0,86662.06836789804
0,78890.3022040877
0,142741.59855745125
0,210729.5017374801
0,232610.89532502653
0,-2688.0970352237346
0,-5752.813179974008
0,125430.18822467499
0,131080.21235830628
0,113875.08724325929
0,120716.7296309285
0,924108.0208831395
0,72446.00496903044
0,142998.98266178975
0,239272.6030079159
0,117272.69213793801
0,122478.37278837676
0,71764.71867625372
0,60096.35807341202
0,104805.6425192188
0,160250.2319654486
0,150384.36225428956
0,103860.68508437813
0,131791.8466187493
0,219536.9228831118
0,129465.91932989084
0,146689.40380415443
0,76308.82546260687
0,254091.9850124624
0,290382.51908615115
0,149352.58940837817
0,369866.5649426279
0,294847.27936270164
0,206741.89444491226
0,187096.92947412687
0,223242.05391791282
0,335428.74046613596
0,181859.95087068394
0,178797.48463508824
0,69334.07950031509
0,48094.016955133586
0,6312524.673242279
0,6199726.361630185
0,168179.21459521883
0,83389.88533539434
0,207132.42511529278
0,237782.25982180273
0,79421.58351700855
0,59778.81016754356
0,212112.44988396144
0,30356.97296332504
0,243549.32323723938
0,202428.65277451611
0,126339.36752054605
0,178883.20731786054
0,149938.18372574533
0,175622.1933966538
0,134448.17094859586
0,155063.9985214652
0,-35928.98626627939
0,280385.97986352234
0,352559.10249081836
0,334936.97140240326
0,416226.85098536545
0,216393.15634454758
0,103734.68293810828
0,225544.49955787696
0,212352.87035724093
0,219818.23027935775
0,299664.4140088845
0,295402.3116534384
0,308124.2167201792
0,263810.13798465516
0,215123.01077954666
0,256439.34818406752
0,250115.78835537954
0,266870.41682918725
0,214013.00128510428
0,281209.74747976486
0,227084.50381376524
0,201837.30106186622
0,280182.03793239914
0,184333.22778270766
0,237092.20995354635
0,194557.54153976898
0,203238.72977822693
0,187666.37809582302
0,193111.01744681929
0,150330.437772899
0,126882.39838460789
0,82864.7723833549
0,95007.7124548535
0,342884.1063696431
0,159977.99829391195
0,169095.0891867694
0,263794.5322200595
0,176922.1107831641
0,198197.09460856998
0,178822.38405698873
0,132856.21026126097
0,145678.3774832702
0,38832.724707942834
0,190894.27076771637
0,75238.75883341629
0,167641.58707303792
0,164763.16430256006
0,9670.325049299077
0,-90380.031970263
0,204494.92260417162
0,98387.12529052793
0,140183.5922792392
0,217135.24799242622
0,-7103.513640719291
0,203488.500243905
0,194643.34215878195
0,205571.21251361855
0,108802.40240799153
0,200580.43897977573
0,133744.69681387808
0,145227.31359788982
0,152227.81093977057
0,123261.46461089159
0,112157.06210683934
0,122977.07464568398
0,107332.51376227017
0,143692.92949884085
0,114288.59529292157
0,132428.92849047406
0,189365.81177720058
0,156137.39365038116
0,132437.2669085463
0,67262.03600360295
0,121786.09069971988
0,132778.1392220975
0,141626.4777903713
0,14549.013000425271
0,99970.47641241249
0,6360778.547358825
0,23367.420991407183
0,106619.03262740756
0,-9620.397943321528
0,116643.65626484917
0,120065.1393002505
0,113329.12611049818
0,119140.21558297653
0,-34834.87334735275
0,139114.05490266025
0,186538.36180825287
0,176836.42975708467
0,-3156.5506894178106
0,132073.0198661298
0,6402678.436786933
0,135688.3987484174
0,139707.2210255523
0,6353634.531963326
0,116779.4274835766
0,135845.96993728314
0,127543.1455166988
0,108013.03808111264
0,86148.58150408525
0,6181581.610735916
0,26960.163644794637
0,142541.53391553287
0,176346.17214397763
0,251700.03473025386
0,6402171.859291749
0,179612.12830385775
0,219861.70060810057
0,6333123.220673732
0,158053.35739192617
0,124494.29888494308
0,259606.22271785775
0,72938.98996992917
0,204842.39108441703
0,90643.87921246098
0,234032.56352301728
0,225281.91232323373
0,-11439.379316015518
0,131737.20332325564
0,109439.77224621573
0,113985.17890315255
0,99796.6360314907
0,102031.62867225047
0,149525.47261578642
0,114909.42816100629
0,225648.2924171678
0,219556.4611883232
0,223359.15462379856
0,200297.833942629
0,237423.17888355223
0,208604.6249972862
0,17543.20495349262
0,17530.70495349262
0,18995.454772766592
0,21126.89307389944
0,156737.88695417487
0,150030.94892161246
0,150930.9755179081
0,6332381.924490588
0,6339345.672989575
0,109819.1435624496
0,121177.42497898526
0,90262.32263452881
0,-7056.476672532968
0,161380.61273820212
0,184490.41127059667
0,164139.24346592074
0,145029.42025713756
0,200053.74197795105
0,-3190.6626648219535
0,-30464.79361625653
0,159267.73047184333
0,233490.11857400113
0,251112.61897879603
0,131789.8475905513
0,131928.39934918564
0,121136.520255003
0,71591.9681046035
0,78610.97781021176
0,39384.867081193544
0,262833.31432814675
0,181991.05350784867
0,148911.614099633
0,144312.88541992856
0,202219.74702335257
0,255394.22257406136
0,297749.04016646545
0,135491.1506844587
0,145164.8548627611
